id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,fcf_to_debt,financial_quality_score,health_score,rating
619,IRCTC,2024,26.02,34.0,34.4,0.0186,82.7368,0.701,667.0,215.0,14.0,2.0187,47.0,60,882.0,11.116666666666667,4,85,Very Good
636,ITC,2020,31.57,39.0,23.89,0.0042,268.6543,0.6388,8516.0,6174.0,12.0,5.3111,82.0,277,14690.0,30.743682310469318,4,85,Very Good
637,ITC,2021,27.17,35.0,22.18,0.0045,338.6552,0.6678,18267.0,5740.0,11.0,4.9023,101.0,271,12527.0,67.4059040590406,4,85,Very Good
638,ITC,2022,25.56,34.0,24.82,0.004,375.55,0.7856,13538.0,2238.0,12.0,5.0694,93.0,249,15776.0,54.36947791164658,4,85,Very Good
639,ITC,2023,27.46,36.0,28.16,0.0044,356.4359,0.8263,13146.0,5732.0,15.0,5.5636,100.0,306,18878.0,42.96078431372549,4,85,Very Good
640,ITC,2024,29.28,37.0,27.85,0.0041,362.9625,0.7723,18742.0,1563.0,16.0,5.9701,84.0,303,17179.0,61.85478547854785,4,85,Very Good
633,ITC,2017,24.5,36.0,22.57,0.001,351.6122,0.7651,7376.0,3251.0,8.0,3.82,56.0,46,10627.0,160.34782608695653,4,85,Very Good
634,ITC,2018,26.45,38.0,21.89,0.0007,163.1391,0.6763,6055.0,7114.0,9.0,4.3041,56.0,36,13169.0,168.19444444444446,4,85,Very Good
635,ITC,2019,26.55,38.0,21.7,0.0002,290.3803,0.6738,7037.0,5546.0,10.0,4.8239,56.0,13,12583.0,541.3076923076923,4,85,Very Good
411,EICHERMOT,2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0,2.124105011933174,4,85,Very Good
424,GODREJCP,2013,13.18,16.0,25.51,0.7413,13.6667,0.8333,-45.0,865.0,8.0,9.7441,22.0,2456,820.0,-0.0183224755700325,4,85,Very Good
425,GODREJCP,2014,10.78,15.0,21.7,0.6286,10.2583,0.9133,622.0,494.0,7.0,11.1029,24.0,2373,1116.0,0.2621154656552886,4,85,Very Good
426,GODREJCP,2015,11.8,17.0,22.64,0.6302,12.9643,0.9066,-209.0,1236.0,9.0,12.6794,21.0,2717,1027.0,-0.0769230769230769,4,85,Very Good
428,GODREJCP,2017,14.11,21.0,24.67,0.7546,12.8766,0.7162,-383.0,2243.0,13.0,15.5941,39.0,4001,1860.0,-0.0957260684828792,4,85,Very Good
429,GODREJCP,2018,16.59,21.0,26.11,0.5606,13.6821,0.7103,1387.0,336.0,16.0,9.2029,42.0,3508,1723.0,0.395381984036488,4,85,Very Good
406,EICHERMOT,2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0,4.893048128342246,4,85,Very Good
405,EICHERMOT,2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0,2.2317880794701987,4,85,Very Good
390,DRREDDY,2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0,0.0356977283263792,4,85,Very Good
389,DRREDDY,2014,14.63,24.0,24.96,0.5692,26.937,0.8434,366.0,1604.0,23.0,9.2529,16.0,4477,1970.0,0.0817511726602635,4,85,Very Good
388,DRREDDY,2013,12.9,23.0,23.98,0.5781,28.15,0.8844,-59.0,1437.0,18.0,7.4929,17.0,3682,1378.0,-0.0160239000543183,4,85,Very Good
360,DIVISLAB,2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0,404.4,4,85,Very Good
352,DIVISLAB,2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0,6.818181818181818,4,85,Very Good
353,DIVISLAB,2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0,14.0,4,85,Very Good
348,DABUR,2021,17.73,21.0,22.12,0.0664,75.0645,0.8827,711.0,1404.0,10.0,4.3299,50.0,509,2115.0,1.3968565815324163,4,85,Very Good
349,DABUR,2022,16.0,21.0,20.78,0.1229,65.641,0.8864,529.0,1273.0,10.0,4.7356,53.0,1030,1802.0,0.5135922330097087,4,85,Very Good
430,GODREJCP,2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0,0.5922531046717918,4,85,Very Good
361,DIVISLAB,2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0,-70.75,4,85,Very Good
355,DIVISLAB,2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0,15.047619047619047,4,85,Very Good
354,DIVISLAB,2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0,11.296296296296296,4,85,Very Good
1007,SUNPHARMA,2015,19.99,29.0,21.36,0.3509,14.1226,0.5622,4114.0,1502.0,22.0,12.3855,14.0,8996,5616.0,0.4573143619386394,4,85,Very Good
1006,SUNPHARMA,2014,24.12,44.0,20.94,0.1382,114.4318,0.5527,1783.0,2176.0,15.0,8.9493,10.0,2561,3959.0,0.6962124170245998,4,85,Very Good
1005,SUNPHARMA,2013,31.17,43.0,23.14,0.0173,109.1628,0.5463,982.0,2375.0,14.0,14.4135,9.0,260,3357.0,3.776923076923077,4,85,Very Good
996,SIEMENS,2016,26.89,9.0,42.83,0.0037,379.7273,0.9041,750.0,237.0,82.0,9.5817,41.0,25,513.0,30.0,4,85,Very Good
335,COALINDIA,2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0,0.934100093254585,4,85,Very Good
336,COALINDIA,2021,14.11,18628.0,34.78,0.1611,19.0858,0.559,10774.0,182.0,21.0,0.5925,78.0,5884,10592.0,1.8310673011556764,4,85,Very Good
337,COALINDIA,2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0,4.380193511667615,4,85,Very Good
338,COALINDIA,2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0,2.832833063957516,4,85,Very Good
339,COALINDIA,2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0,2.087536409627472,4,85,Very Good
344,DABUR,2017,16.81,20.0,26.41,0.2012,33.4815,0.9847,420.0,807.0,7.0,2.754,31.0,975,1227.0,0.4307692307692308,4,85,Very Good
995,SIEMENS,2015,11.11,9.0,22.94,0.0049,64.7,0.9988,1220.0,646.0,33.0,7.207,30.0,25,574.0,48.8,4,85,Very Good
334,COALINDIA,2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0,3.828054298642534,4,85,Very Good
970,SHREECEM,2013,18.53,29.0,26.12,0.3351,9.057,0.8795,990.0,270.0,288.0,10.9829,7.0,1288,1260.0,0.7686335403726708,4,85,Very Good
332,COALINDIA,2017,11.87,12448.0,37.85,0.1229,12.3649,0.6591,16916.0,455.0,15.0,0.395,133.0,3014,16461.0,5.612475116124752,4,85,Very Good
331,COALINDIA,2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0,17.771476230191826,4,85,Very Good
846,PIDILITIND,2021,15.44,23.0,20.13,0.0592,47.5676,0.8274,-296.0,1688.0,22.0,10.9667,38.0,331,1392.0,-0.8942598187311178,4,85,Very Good
775,NAUKRI,2022,810.6999999999999,28.0,74.71,0.0037,1296.0,0.0776,-470.0,1177.0,991.0,13.3659,1.0,64,707.0,-7.34375,4,85,Very Good
774,NAUKRI,2021,125.71,7.0,26.28,0.012,150.7273,0.1793,-1767.0,2043.0,110.0,4.1829,7.0,65,276.0,-27.184615384615384,4,85,Very Good
772,NAUKRI,2019,51.43,1.0,23.28,0.0004,106.5714,0.3609,217.0,59.0,49.0,2.0844,12.0,1,276.0,217.0,4,85,Very Good
771,NAUKRI,2018,50.71,22.0,24.5,0.0005,124.0,0.3806,104.0,149.0,42.0,1.6762,13.0,1,253.0,104.0,4,85,Very Good
328,COALINDIA,2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0,5.575478927203065,4,85,Very Good
503,HEROMOTOCO,2014,8.32,3553.0,37.38,0.0505,50.5488,2.497,1347.0,1616.0,105.0,14.0575,62.0,284,2963.0,4.742957746478873,4,80,Very Good
504,HEROMOTOCO,2015,8.58,3520.0,36.15,0.0153,73.9415,2.5848,2217.0,31.0,118.0,16.35,51.0,100,2186.0,22.17,4,80,Very Good
1103,TITAN,2015,6.850000000000001,10.0,26.46,0.0324,15.0617,2.0302,385.0,118.0,9.0,3.4652,25.0,100,503.0,3.85,4,80,Very Good
1102,TITAN,2014,6.73,10.0,29.13,0.3199,13.3793,1.7881,-826.0,271.0,8.0,2.8348,25.0,807,-555.0,-1.023543990086741,4,80,Very Good
513,HEROMOTOCO,2024,9.9,5235.0,21.14,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606,4923.0,5.107260726072608,4,80,Very Good
6,ABB,2016,9.76,14.0,21.34,0.0,138.3333,1.6176,172.0,77.0,120.0,5.6905,29.0,0,249.0,,4,80,Very Good
7,ABB,2016,9.76,14.0,21.34,0.0,138.3333,1.6176,728.0,816.0,120.0,5.6905,29.0,0,1544.0,,4,80,Very Good
1108,TITAN,2020,7.090000000000001,12.0,22.39,0.5341,15.759,1.5543,-113.0,235.0,17.0,7.4933,24.0,3562,-348.0,-0.0317237507018528,4,80,Very Good
1107,TITAN,2019,7.02,10.0,22.88,0.3942,40.9811,1.6891,446.0,797.0,16.0,6.8202,32.0,2393,1243.0,0.1863769327204346,4,80,Very Good
1106,TITAN,2018,6.84,10.0,21.65,0.3322,32.3396,1.6931,47.0,98.0,13.0,5.7191,29.0,1691,-51.0,0.0277942046126552,4,80,Very Good
1111,TITAN,2023,8.07,12.0,27.63,0.7904,17.2933,1.5017,-444.0,1814.0,37.0,13.3157,27.0,9367,1370.0,-0.0474004483826198,4,80,Very Good
1110,TITAN,2022,7.630000000000001,12.0,23.63,0.782,16.1514,1.3592,441.0,1165.0,24.0,10.4528,31.0,7275,-724.0,0.0606185567010309,4,80,Very Good
1101,TITAN,2013,7.16,10.0,36.8,0.0,21.8235,1.7204,411.0,142.0,8.0,2.2135,26.0,0,553.0,,4,80,Very Good
379,DMART,2016,3.73,8.0,21.04,0.7837,7.4835,2.7672,-200.0,633.0,6.0,0.2706,0.0,1192,433.0,-0.1677852348993288,4,80,Very Good
717,LT,2024,7.03,14.0,77.66999999999999,0.1035,3.5442,8.0276,20445.0,2179.0,95.0,66.7267,36.0,2071,18266.0,9.872042491549976,4,80,Very Good
458,HAVELLS,2015,4.55,9.0,21.18,0.2332,8.3646,1.7686,478.0,485.0,6.0,2.9323,49.0,424,963.0,1.1273584905660377,4,80,Very Good
457,HAVELLS,2014,5.54,10.0,26.77,0.6327,7.9608,1.5099,492.0,376.0,7.0,2.6871,42.0,1054,868.0,0.4667931688804554,4,80,Very Good
464,HAVELLS,2021,9.98,15.0,20.17,0.1006,19.7333,1.1813,-103.0,763.0,17.0,8.2175,39.0,521,660.0,-0.1976967370441458,4,80,Very Good
456,HAVELLS,2013,8.14,9.0,40.29,0.681,7.2846,1.6005,494.0,144.0,9.0,2.3258,16.0,982,638.0,0.5030549898167006,4,80,Very Good
716,LT,2023,6.83,15.0,75.52,0.0929,3.1823,7.8081,14729.0,8048.0,75.0,55.3067,32.0,1541,22777.0,9.558079169370538,4,80,Very Good
709,LT,2016,4.54,15.0,216.09,0.0259,2.4214,32.2353,-7867.0,4627.0,31.0,12.5,40.0,55,-3240.0,-143.03636363636363,4,80,Very Good
711,LT,2018,6.69,17.0,207.36,0.0,2.797,22.4251,-6117.0,3914.0,53.0,22.7059,30.0,0,-10031.0,,4,80,Very Good
715,LT,2022,6.660000000000001,16.0,72.92,0.0181,2.8888,7.6084,15579.0,3585.0,62.0,47.6267,36.0,258,19164.0,60.38372093023256,4,80,Very Good
710,LT,2017,5.93,15.0,206.3,0.0,2.6484,24.748,-3141.0,9796.0,43.0,18.4941,22.0,0,6655.0,,4,80,Very Good
714,LT,2021,9.5,17.0,176.9,0.1093,2.6869,12.7012,17324.0,5750.0,82.0,40.5778,44.0,798,23074.0,21.709273182957396,4,80,Very Good
713,LT,2020,7.489999999999999,17.0,201.59,0.1688,2.5014,16.5005,-1714.0,8408.0,68.0,31.7882,26.0,912,6694.0,-1.8793859649122808,4,80,Very Good
712,LT,2019,7.56,17.0,208.81,0.0,2.7377,20.2911,-15779.0,11023.0,63.0,28.7824,28.0,0,-4756.0,,4,80,Very Good
609,IOC,2024,5.56,10.0,23.53,0.7231,10.2823,1.6084,39635.0,31464.0,30.0,1.3318,40.0,132628,71099.0,0.2988433814880719,4,80,Very Good
706,LT,2013,7.109999999999999,15.0,395.15,0.1748,2.9981,31.9699,-11277.0,6922.0,38.0,8.3688,22.0,234,-4355.0,-48.19230769230769,4,80,Very Good
707,LT,2014,5.74,17.0,303.42,0.0683,2.375,31.9032,-12653.0,5510.0,35.0,10.0625,27.0,110,-7143.0,-115.02727272727272,4,80,Very Good
708,LT,2015,5.4,17.0,245.11,0.1076,2.3543,30.8694,-6143.0,4778.0,34.0,12.6625,32.0,218,-1365.0,-28.178899082568808,4,80,Very Good
401,EICHERMOT,2013,7.71,11.0,25.55,0.0409,101.0,1.276,-74.0,790.0,15.0,7.6111,21.0,84,716.0,-0.8809523809523809,4,80,Very Good
400,EICHERMOT,2012,7.430000000000001,9.0,27.07,0.0131,171.5,1.4292,-277.0,773.0,12.0,6.5,17.0,23,496.0,-12.043478260869565,4,80,Very Good
402,EICHERMOT,2014,8.03,13.0,27.9,0.0231,122.3,1.3647,-167.0,1214.0,23.0,9.3185,22.0,58,1047.0,-2.8793103448275863,4,80,Very Good
850,PNB,2013,11.66,,812.3,10.8333,,5.6265,-1292.0,600.0,28.0,1.236,19.0,6695,-692.0,-0.1929798356982823,4,80,Very Good
851,PNB,2013,11.66,,812.3,10.8333,,5.6265,-1292.0,600.0,28.0,1.236,19.0,6695,-692.0,-0.1929798356982823,4,80,Very Good
854,PNB,2013,11.66,,812.3,10.8333,,5.6265,-1292.0,600.0,28.0,1.236,19.0,6695,-692.0,-0.1929798356982823,4,80,Very Good
852,PNB,2013,11.66,,812.3,10.8333,,5.6265,-1292.0,600.0,28.0,1.236,19.0,6695,-692.0,-0.1929798356982823,4,80,Very Good
853,PNB,2013,11.66,,812.3,10.8333,,5.6265,-1292.0,600.0,28.0,1.236,19.0,6695,-692.0,-0.1929798356982823,4,80,Very Good
279,BPCL,2024,5.99,10.0,35.51000000000001,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599,35936.0,0.4654847158372864,4,80,Very Good
1030,TATAMOTORS,2014,6.03,15.0,21.42,0.9244,7.306,1.066,8160.0,27991.0,48.0,10.187,5.0,60642,36151.0,0.1345602057979618,4,80,Very Good
232,BEL,2013,14.52,11.0,15183.33,4.0,184.4286,139.4,214.0,1753.0,1.0,0.3,20.0,24,-1539.0,8.916666666666666,4,80,Very Good
281,BRITANNIA,2014,5.71,9.0,49.5,0.188,82.625,3.281,425.0,246.0,16.0,3.325,36.0,150,671.0,2.833333333333333,4,80,Very Good
284,BRITANNIA,2017,9.77,14.0,32.83,0.0464,285.8,2.2035,291.0,150.0,37.0,11.2333,30.0,125,441.0,2.328,4,80,Very Good
282,BRITANNIA,2015,8.77,11.0,55.34,0.1165,274.5,2.8135,134.0,450.0,29.0,5.1875,28.0,145,584.0,0.9241379310344828,4,80,Very Good
283,BRITANNIA,2016,9.82,15.0,39.44,0.0626,267.8,2.4033,254.0,705.0,34.0,8.7167,29.0,131,959.0,1.938931297709924,4,80,Very Good
280,BRITANNIA,2013,4.2,7.0,46.59,0.681,11.5366,3.2847,348.0,28.0,11.0,2.325,39.0,380,320.0,0.9157894736842104,4,80,Very Good
236,BEL,2017,17.59,21.0,10153.33,1.9333,122.8889,112.4156,3054.0,3115.0,2.0,0.1667,33.0,29,-61.0,105.3103448275862,4,80,Very Good
237,BEL,2018,13.76,20.0,4616.13,1.5484,372.5,85.9587,-693.0,6.0,2.0,0.31,34.0,48,-687.0,-14.4375,4,80,Very Good
234,BEL,2015,16.88,17.0,17100.0,3.7143,240.8571,144.7551,595.0,839.0,2.0,0.35,20.0,26,1434.0,22.884615384615383,4,80,Very Good
235,BEL,2016,18.18,19.0,11141.67,2.0833,196.6,141.4231,790.0,1470.0,2.0,0.1333,31.0,25,2260.0,31.6,4,80,Very Good
233,BEL,2014,14.61,14.0,13600.0,3.0,194.7143,141.6957,190.0,759.0,1.0,0.35,20.0,21,-569.0,9.047619047619047,4,80,Very Good
271,BPCL,2016,4.31,7.0,29.1,0.8415,21.8882,2.1732,1886.0,9233.0,19.0,4.2369,25.0,23388,11119.0,0.0806396442620147,4,80,Very Good
3,ABB,2014,8.7,12.0,25.13,0.0,,1.9982,0.0,0.0,93.0,3.7524,25.0,0,0.0,,4,80,Very Good
1139,TVSMOTOR,2015,3.2,6.0,24.75,0.8445,11.0484,2.2442,-332.0,415.0,7.0,2.7604,28.0,1119,83.0,-0.2966934763181412,4,80,Very Good
1140,TVSMOTOR,2016,3.77,7.0,23.58,0.5998,13.0286,2.2108,331.0,605.0,9.0,3.7896,28.0,1091,936.0,0.303391384051329,4,80,Very Good
1141,TVSMOTOR,2017,4.08,7.0,22.96,0.5913,17.2333,2.0338,-20.0,709.0,11.0,4.6188,23.0,1311,689.0,-0.015255530129672,4,80,Very Good
1175,INDIGO,2015,9.36,1904.0,4939.39,0.1515,30.4709,228.2787,1444.0,940.0,42481.0,6.6,83.0,4,2384.0,361.0,4,80,Very Good
2,ABB,2014,8.7,12.0,25.13,0.0,,1.9982,11.0,144.0,93.0,3.7524,25.0,0,155.0,,4,80,Very Good
1177,INDIGO,2017,8.93,2219.0,1692.86,0.5306,20.7529,75.5285,749.0,3033.0,46.0,0.3379,74.0,52,3782.0,14.403846153846152,4,80,Very Good
1178,INDIGO,2018,9.74,3030.0,2242.0,0.54,21.1235,82.5125,-249.0,4152.0,58.0,0.3448,10.0,54,3903.0,-4.611111111111111,4,80,Very Good
1179,INDIGO,2019,0.5499999999999999,-151.0,120.93,0.6822,21.6204,76.3995,634.0,2526.0,4.0,0.4448,123.0,88,3160.0,7.204545454545454,4,80,Very Good
1,ABB,2012,8.77,12.0,22.41,0.0,,1.8225,42.0,59.0,68.0,3.081,25.0,0,101.0,,4,80,Very Good
